LDI,1870,1880,1890,1900,1913,1925,1929,1933,1938,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,0.061,0.037,0.038,0.038,0.074,0.137,0.161,0.168,0.166,0.163,0.183,0.077,0.066,0.061,0.061,0.052,0.063,0.058,0.056,0.065,0.115,0.272,0.247,0.225
Israel,,,,,,,,,,0.505,0.510,0.536,0.552,0.601,0.672,0.682,0.670,0.682,0.691,0.688,0.679,0.668,0.647,0.654
Japan,0.080,0.111,0.168,0.199,0.204,0.212,0.217,0.211,0.197,0.365,0.728,0.746,0.750,0.749,0.747,0.748,0.745,0.755,0.756,0.760,0.759,0.771,0.737,0.743
Jordan,0.052,0.031,0.032,0.032,0.063,0.097,0.145,0.149,0.151,0.163,0.172,0.156,0.159,0.158,0.111,0.118,0.172,0.199,0.200,0.133,0.207,0.213,0.223,0.241
Kazakhstan,,,,,,,,,,,,,,,,0.028,0.030,0.093,0.163,0.136,0.128,0.127,0.119,0.123
"Korea, South",0.016,0.016,0.019,0.033,0.019,0.019,0.019,0.019,0.018,0.155,0.155,0.207,0.142,0.144,0.104,0.107,0.146,0.517,0.626,0.764,0.776,0.677,0.610,0.792
Kuwait,0.056,0.034,0.035,0.102,0.105,0.107,0.107,0.107,0.108,0.112,0.112,0.123,0.258,0.269,0.276,0.130,0.271,0.120,0.274,0.272,0.293,0.292,0.282,0.287
Kyrgyzstan,,,,,,,,,,,,,,,,0.028,0.030,0.137,0.174,0.165,0.178,0.243,0.318,0.290
Lao PDR,0.027,0.027,0.038,0.056,0.057,0.056,0.057,0.057,0.057,0.121,0.122,0.142,0.106,0.125,0.069,0.057,0.057,0.082,0.075,0.076,0.077,0.077,0.078,0.085
Lebanon,0.053,0.032,0.033,0.033,0.065,0.144,0.152,0.151,0.164,0.199,0.226,0.224,0.233,0.230,0.208,0.195,0.192,0.194,0.192,0.197,0.234,0.293,0.312,0.287
Malaysia,0.107,0.107,0.108,0.115,0.115,0.115,0.115,0.115,0.115,0.141,0.195,0.218,0.211,0.132,0.194,0.197,0.172,0.159,0.158,0.163,0.207,0.216,0.202,0.303
Mongolia,,,,,,,,,,0.036,0.050,0.054,0.056,0.056,0.057,0.057,0.057,0.238,0.592,0.560,0.559,0.570,0.542,0.527
Myanmar,0.036,0.038,0.083,0.095,0.095,0.134,0.133,0.135,0.142,0.148,0.291,0.278,0.016,0.016,0.028,0.028,0.028,0.021,0.018,0.018,0.018,0.034,0.191,0.271
Nepal,0.012,0.012,0.012,0.020,0.020,0.020,0.020,0.020,0.020,0.023,0.074,0.118,0.080,0.081,0.080,0.102,0.102,0.219,0.325,0.297,0.150,0.461,0.527,0.462
Oman,0.010,0.010,0.010,0.021,0.021,0.022,0.022,0.025,0.025,0.026,0.026,0.026,0.024,0.045,0.054,0.063,0.065,0.066,0.082,0.106,0.127,0.128,0.143,0.141
Pakistan,,,,,,,,,,0.167,0.155,0.083,0.128,0.090,0.140,0.061,0.102,0.200,0.207,0.098,0.190,0.278,0.246,0.227
