LDI,1870,1880,1890,1900,1913,1925,1929,1933,1938,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,0.051,0.055,0.072,0.091,0.129,0.143,0.142,0.140,0.183,0.258,0.278,0.294,0.289,0.249,0.038,0.060,0.063,0.437,0.420,0.446,0.352,0.408,0.434,0.285
Qatar,0.056,0.034,0.035,0.046,0.046,0.049,0.049,0.051,0.051,0.053,0.053,0.059,0.058,0.064,0.076,0.077,0.077,0.085,0.086,0.092,0.105,0.107,0.101,0.094
Saudi Arabia,0.031,0.031,0.031,0.031,0.034,0.034,0.035,0.036,0.036,0.035,0.038,0.038,0.043,0.042,0.039,0.040,0.039,0.039,0.041,0.042,0.045,0.048,0.048,0.048
Singapore,0.114,0.114,0.115,0.123,0.121,0.121,0.121,0.121,0.121,0.159,0.189,0.276,0.256,0.263,0.269,0.273,0.278,0.292,0.294,0.301,0.301,0.307,0.320,0.322
Sri Lanka,0.166,0.170,0.176,0.193,0.229,0.239,0.239,0.279,0.284,0.537,0.507,0.508,0.509,0.495,0.457,0.334,0.300,0.272,0.343,0.317,0.286,0.248,0.421,0.383
Syrian Arab R,0.030,0.018,0.019,0.019,0.036,0.052,0.058,0.099,0.100,0.177,0.205,0.063,0.064,0.043,0.040,0.037,0.039,0.040,0.041,0.054,0.054,0.053,0.029,0.035
Taiwan,0.032,0.032,0.032,0.040,0.040,0.048,0.048,0.046,0.040,0.053,0.059,0.062,0.064,0.072,0.076,0.087,0.105,0.231,0.288,0.642,0.669,0.668,0.670,0.708
Tajikistan,,,,,,,,,,,,,,,,0.028,0.030,0.126,0.055,0.081,0.076,0.068,0.047,0.046
Thailand,0.058,0.049,0.051,0.051,0.067,0.067,0.067,0.099,0.111,0.105,0.104,0.082,0.083,0.113,0.201,0.190,0.232,0.279,0.327,0.398,0.377,0.338,0.103,0.175
Turkey,0.056,0.034,0.035,0.035,0.068,0.098,0.100,0.107,0.107,0.184,0.227,0.136,0.264,0.385,0.404,0.218,0.286,0.361,0.382,0.438,0.512,0.389,0.237,0.109
U A Emirates,0.037,0.022,0.023,0.030,0.030,0.032,0.032,0.034,0.034,0.035,0.035,0.039,0.038,0.042,0.050,0.050,0.052,0.057,0.070,0.073,0.068,0.080,0.088,0.089
Uzbekistan,,,,,,,,,,,,,,,,0.028,0.030,0.071,0.042,0.035,0.033,0.035,0.036,0.092
Viet Nam,0.020,0.020,0.028,0.042,0.044,0.046,0.046,0.047,0.047,0.117,0.087,0.078,0.076,0.076,0.075,0.064,0.062,0.078,0.088,0.099,0.115,0.117,0.142,0.112
Yemen,0.068,0.068,0.068,0.068,0.068,0.069,0.069,0.069,0.070,0.092,0.107,0.106,0.106,0.067,0.085,0.083,0.092,0.097,0.123,0.126,0.135,0.137,0.064,0.035
Western Offshoots,,,,,,,,,,,,,,,,,,,,,,,,
Australia,0.517,0.515,0.518,0.551,0.707,0.726,0.725,0.728,0.725,0.747,0.769,0.778,0.782,0.807,0.818,0.834,0.847,0.857,0.853,0.854,0.846,0.859,0.844,0.814
New Zealand,0.453,0.510,0.513,0.703,0.705,0.726,0.728,0.728,0.707,0.718,0.726,0.747,0.769,0.782,0.792,0.790,0.811,0.815,0.826,0.841,0.837,0.855,0.842,0.847
Canada,0.338,0.385,0.396,0.413,0.420,0.557,0.570,0.549,0.590,0.660,0.667,0.695,0.736,0.738,0.742,0.747,0.756,0.753,0.756,0.758,0.751,0.761,0.738,0.748
USA,0.328,0.324,0.319,0.372,0.378,0.450,0.457,0.478,0.479,0.506,0.520,0.547,0.585,0.636,0.725,0.777,0.794,0.811,0.810,0.808,0.808,0.856,0.852,0.723
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
