HDI,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069515236,0.069974427,0.070433619,0.07089281,0.071352002,0.071811193,0.072270385,0.072729576,0.073188768,0.073647959,0.074107151,0.074566342,0.075025534,0.075696643,0.076367753,0.077038863,0.077709973,0.078946444,0.080182914,0.081419385,0.082655856,0.08468278,0.086709704,0.088736629,0.090763553,0.092790477,0.096005901,0.099221325,0.102436749,0.105652172,0.108867596,0.11208302,0.115298444,0.118513868,0.121729292,0.124944715,0.128160139,0.131375563,0.134246524,0.137117485,0.139988446,0.142859407,0.145730368,0.148509128,0.151287888,0.154066648,0.156845408,0.159624168,0.163313502,0.167002836,0.17069217,0.174381504,0.178070838,0.181549495,0.185028151,0.188506807,0.191985463,0.195464119,0.199032575,0.202601032,0.206169488,0.209737944,0.213306401,0.214422729,0.215539057,0.216655386,0.217771714,0.218888042,0.223453059,0.228018076,0.232583093,0.23714811,0.241713126,0.245917014,0.250120902,0.25432479,0.258528678,0.262732566,0.267052876,0.271373187,0.275693497,0.280013807,0.284334118,0.290137445,0.295940773,0.3017441,0.307547428,0.313350755,0.31676297,0.320175186,0.323587401,0.326999616,0.330411832,0.33315807,0.335904308,0.338650545,0.341396783,0.344143021,0.347706471,0.351269922,0.354833372,0.358396822,0.361960272,0.364102031,0.36624379,0.368385549,0.370527307,0.372669066
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072736644,0.076978136,0.081219628,0.08546112,0.089702613,0.093944105,0.096492664,0.099041223,0.101589782,0.104138341,0.1066869,0.110380522,0.114074143,0.117767765,0.121461386,0.125155008,0.126792344,0.12842968,0.130067016,0.131704352,0.133341688,0.138673351,0.144005013,0.149336675,0.154668338,0.16,0.162783029,0.165566059,0.168349088,0.171132117,0.173915146,0.176868127,0.179821108,0.182774089,0.18572707,0.188680051,0.194135329,0.199590607,0.205045885,0.210501163,0.215956441,0.21914676,0.222337079,0.225527398,0.228717718,0.231908037,0.239599093,0.247290149,0.254981205,0.262672261,0.270363317,0.275917373,0.28147143,0.287025486,0.292579542,0.298133599,0.300807659,0.30348172,0.30615578,0.308829841,0.311503901,0.31399579,0.316487679,0.318979567,0.321471456,0.323963345,0.324361305,0.324759266,0.325157226,0.325555187,0.325953148
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049697399,0.051402673,0.053107947,0.054813222,0.056518496,0.05822377,0.059228365,0.060232959,0.061237553,0.062242148,0.063246742,0.065406835,0.067566929,0.069727022,0.071887115,0.074047209,0.076125078,0.078202947,0.080280816,0.082358685,0.084436554,0.086816349,0.089196143,0.091575937,0.093955732,0.096335526,0.097910162,0.099484797,0.101059432,0.102634068,0.104208703,0.106146885,0.108085068,0.11002325,0.111961432,0.113899614,0.118303373,0.122707133,0.127110892,0.131514652,0.135918411,0.141435138,0.146951866,0.152468593,0.15798532,0.163502048,0.165936746,0.168371444,0.170806143,0.173240841,0.175675539,0.179095407,0.182515274,0.185935142,0.18935501,0.192774878,0.194460226,0.196145575,0.197830923,0.199516272,0.20120162,0.206946247,0.212690874,0.218435501,0.224180128,0.229924755,0.235988331,0.242051907,0.248115483,0.254179059,0.260242635
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42943124,0.434249044,0.439066849,0.443884654,0.448702459,0.453520264,0.456625106,0.459729948,0.462834789,0.465939631,0.469044473,0.470870761,0.472697049,0.474523336,0.476349624,0.478175911,0.488930707,0.499685502,0.510440298,0.521195093,0.531949888,0.538501256,0.545052623,0.551603991,0.558155358,0.564706726,0.570599149,0.576491572,0.582383994,0.588276417,0.59416884,0.610008209,0.625847579,0.641686948,0.657526317,0.673365686,0.688448279,0.703530872,0.718613464,0.733696057,0.74877865
Eswatini,0.020413938,0.020370203,0.020326468,0.020282733,0.020238998,0.020195263,0.020151528,0.020107793,0.020064058,0.020020323,0.019976588,0.020588582,0.021200575,0.021812568,0.022424562,0.023036555,0.023648549,0.024260542,0.024872535,0.025484529,0.026096522,0.026172352,0.026248181,0.026324011,0.02639984,0.026475669,0.026551499,0.026627328,0.026703158,0.026778987,0.026854817,0.026925948,0.026997079,0.027068209,0.02713934,0.027210471,0.027281602,0.027352733,0.027423864,0.027494995,0.027566126,0.027637257,0.027708388,0.027779518,0.028942851,0.030106184,0.031269517,0.032432849,0.033596182,0.034759515,0.035922848,0.037086181,0.038249513,0.039412846,0.040576179,0.041739512,0.043816324,0.045893136,0.047969948,0.05004676,0.050657035,0.051267309,0.051877584,0.052487859,0.053986471,0.055485083,0.056983695,0.058482307,0.059980919,0.061401438,0.062821957,0.064242477,0.065662996,0.067083516,0.068504035,0.069924554,0.071345074,0.072765593,0.074186112,0.075606632,0.077027151,0.079474385,0.081921619,0.084368852,0.086816086,0.08926332,0.091958029,0.094652738,0.097347446,0.100042155,0.102736864,0.107569833,0.112402803,0.117235772,0.122068741,0.12690171,0.132641366,0.138381022,0.144120679,0.149860335,0.155599991,0.163139666,0.170679341,0.178219015,0.18575869,0.193298365,0.199593509,0.205888653,0.212183797,0.218478941,0.224774084,0.230741475,0.236708865,0.242676255,0.248643645,0.254611035,0.261682417,0.2687538,0.275825182,0.282896564,0.289967946,0.288296142,0.286624337,0.284952532,0.283280728,0.281608923,0.275520588,0.269432253,0.263343919,0.257255584,0.251167249,0.247495489,0.243823728,0.240151968,0.236480208,0.232808447,0.23732266,0.241836873,0.246351086,0.250865298,0.255379511,0.261843262,0.268307012,0.274770763,0.281234514,0.287698264,0.286463852,0.28522944,0.283995027,0.282760615,0.281526203
Ethiopia,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020604856,0.020700577,0.020796298,0.020892019,0.02098774,0.021083461,0.021179182,0.021274902,0.021370623,0.021466344,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021562065,0.021636134,0.021710202,0.021784271,0.02185834,0.021932408,0.022006477,0.022080546,0.022154614,0.022228683,0.022302752,0.02237682,0.022450889,0.022524958,0.022482282,0.022439606,0.02239693,0.022354255,0.022311579,0.022268903,0.022226227,0.022183551,0.022140876,0.0220982,0.022055524,0.022012848,0.023527279,0.025041709,0.02655614,0.02807057,0.028146981,0.028223393,0.028299804,0.028376215,0.028918755,0.029461295,0.030003835,0.030546375,0.031088915,0.031556144,0.032023374,0.032490604,0.032957834,0.033425063,0.033892293,0.034359523,0.034826753,0.035293982,0.035761212,0.036228442,0.036695671,0.037873542,0.039051412,0.040229282,0.041407152,0.042585022,0.043461284,0.044337545,0.045213807,0.046090069,0.04696633,0.048536216,0.050106101,0.051675987,0.053245873,0.054815758,0.056332158,0.057848559,0.059364959,0.06088136,0.06239776,0.063993296,0.065588832,0.067184369,0.068779905,0.070375441,0.072852637,0.075329832,0.077807028,0.080284223,0.082761419,0.08399873,0.08523604,0.086473351,0.087710662,0.088947973,0.090582434,0.092216895,0.093851356,0.095485817,0.097120278,0.098831274,0.100542271,0.102253267,0.103964263,0.10567526,0.10780726,0.109939261,0.112071261,0.114203262,0.116335262,0.118010872,0.119686482,0.121362092,0.123037702,0.124713312,0.1326435,0.140573688,0.148503875,0.156434063,0.164364251,0.170478614,0.176592977,0.182707339,0.188821702,0.194936065,0.200676665,0.206417265,0.212157865,0.217898465,0.223639065
Finland,0.112965969,0.112723687,0.112481404,0.112239122,0.11199684,0.111754558,0.111512276,0.111269994,0.111027711,0.110785429,0.110543147,0.112240214,0.11393728,0.115634347,0.117331413,0.11902848,0.120725546,0.122422613,0.124119679,0.125816746,0.127513812,0.127387553,0.127261293,0.127135033,0.127008774,0.126882514,0.126756255,0.126629995,0.126503735,0.126377476,0.126251216,0.128426862,0.130602508,0.132778154,0.1349538,0.137129447,0.139305093,0.141480739,0.143656385,0.145832031,0.148007677,0.150183323,0.152358969,0.154534615,0.158032431,0.161530248,0.165028064,0.16852588,0.172023697,0.175521513,0.179019329,0.182517145,0.186014962,0.189512778,0.193010594,0.196508411,0.198824633,0.201140855,0.203457077,0.2057733,0.211748053,0.217722806,0.223697559,0.229672313,0.235708722,0.241745132,0.247781541,0.25381795,0.25985436,0.264481985,0.26910961,0.273737235,0.27836486,0.282992486,0.287620111,0.292247736,0.296875361,0.301502986,0.306130611,0.310758236,0.315385862,0.321081229,0.326776596,0.332471964,0.338167331,0.343862699,0.34969725,0.355531801,0.361366353,0.367200904,0.373035455,0.375645539,0.378255622,0.380865705,0.383475789,0.386085872,0.391104296,0.39612272,0.401141143,0.406159567,0.411177991,0.418630288,0.426082586,0.433534883,0.440987181,0.448439478,0.457711138,0.466982798,0.476254459,0.485526119,0.494797779,0.500722542,0.506647306,0.512572069,0.518496832,0.524421596,0.530125397,0.535829197,0.541532998,0.547236799,0.5529406,0.559539977,0.566139354,0.57273873,0.579338107,0.585937484,0.593317856,0.600698229,0.608078601,0.615458973,0.622839346,0.629788207,0.636737068,0.643685929,0.650634789,0.65758365,0.663759558,0.669935466,0.676111374,0.682287282,0.688463189,0.686237958,0.684012727,0.681787496,0.679562265,0.677337034,0.697040702,0.716744369,0.736448037,0.756151704,0.775855372
France,0.157412248,0.161127651,0.164843053,0.168558456,0.172273859,0.175989261,0.179704664,0.183420067,0.18713547,0.190850872,0.194566275,0.196527595,0.198488916,0.200450236,0.202411557,0.204372877,0.206334198,0.208295518,0.210256839,0.212218159,0.21417948,0.216035337,0.217891195,0.219747052,0.221602909,0.223458767,0.225314624,0.227170482,0.229026339,0.230882197,0.232738054,0.23604007,0.239342085,0.242644101,0.245946117,0.249248132,0.252550148,0.255852164,0.259154179,0.262456195,0.26575821,0.269060226,0.272362242,0.275664257,0.278172517,0.280680776,0.283189036,0.285697295,0.288205555,0.290713814,0.293222074,0.295730333,0.298238593,0.300746852,0.303255112,0.305763371,0.306906622,0.308049872,0.309193122,0.310336373,0.313766142,0.317195912,0.320625681,0.324055451,0.326487532,0.328919613,0.331351695,0.333783776,0.336215857,0.339971018,0.343726179,0.347481339,0.3512365,0.354991661,0.358746822,0.362501982,0.366257143,0.370012304,0.373767465,0.377522625,0.381277786,0.384982221,0.388686657,0.392391092,0.396095528,0.399799963,0.404667724,0.409535485,0.414403246,0.419271008,0.424138769,0.430171954,0.436205138,0.442238323,0.448271508,0.454304693,0.462355334,0.470405975,0.478456616,0.486507257,0.494557897,0.500963708,0.507369518,0.513775328,0.520181138,0.526586948,0.532689252,0.538791556,0.54489386,0.550996165,0.557098469,0.561493918,0.565889368,0.570284817,0.574680267,0.579075716,0.584614164,0.590152611,0.595691058,0.601229506,0.606767953,0.611210177,0.615652402,0.620094626,0.62453685,0.628979074,0.634723846,0.640468618,0.64621339,0.651958161,0.657702933,0.665502817,0.6733027,0.681102584,0.688902468,0.696702351,0.704563354,0.712424358,0.720285361,0.728146365,0.736007368,0.731595486,0.727183604,0.722771722,0.71835984,0.713947958,0.713664754,0.71338155,0.713098346,0.712815142,0.712531938
Gabon,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026892162,0.026951833,0.027011504,0.027071175,0.027130846,0.027190517,0.027250188,0.027309858,0.027369529,0.0274292,0.027488871,0.028047747,0.028606623,0.029165499,0.029724375,0.030283251,0.030842127,0.031401003,0.031959879,0.032518755,0.033077631,0.033636507,0.034195383,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.034754259,0.037464095,0.04017393,0.042883766,0.045593602,0.047562187,0.049530772,0.051499356,0.053467941,0.055436526,0.058643848,0.06185117,0.065058492,0.068265814,0.071473136,0.074680458,0.07788778,0.081095102,0.084302424,0.087509746,0.090717068,0.09392439,0.099280385,0.10463638,0.109992375,0.11534837,0.120704365,0.123489939,0.126275514,0.129061089,0.131846663,0.134632238,0.136766172,0.138900106,0.14103404,0.143167974,0.145301908,0.147943158,0.150584408,0.153225657,0.155866907,0.158508157,0.164674234,0.170840311,0.177006387,0.183172464,0.189338541,0.196984152,0.204629762,0.212275373,0.219920984,0.227566595,0.232471718,0.237376842,0.242281965,0.247187088,0.252092212,0.255170961,0.25824971,0.261328459,0.264407209,0.267485958,0.269214296,0.270942635,0.272670974,0.274399312,0.276127651,0.276325058,0.276522465,0.276719873,0.27691728,0.277114687,0.283425872,0.289737056,0.296048241,0.302359425,0.30867061,0.315584061,0.322497513,0.329410964,0.336324416,0.343237867,0.348622473,0.354007079,0.359391684,0.36477629,0.370160896,0.377175238,0.38418958,0.391203921,0.398218263,0.405232605
Gambia,0.022104189,0.022204382,0.022304575,0.022404768,0.022504961,0.022605154,0.022705347,0.02280554,0.022905733,0.023005926,0.023106118,0.023115272,0.023124425,0.023133579,0.023142732,0.023151886,0.023161039,0.023170193,0.023179346,0.0231885,0.023197653,0.023491288,0.023784922,0.024078557,0.024372191,0.024665826,0.024959461,0.025253095,0.02554673,0.025840364,0.026133999,0.026513591,0.026893183,0.027272774,0.027652366,0.028031958,0.02841155,0.028791142,0.029170734,0.029550326,0.029929918,0.03030951,0.030689102,0.031068693,0.030988725,0.030908757,0.030828789,0.030748821,0.030668853,0.030588885,0.030508917,0.030428949,0.030348981,0.030269013,0.030189045,0.030109077,0.029871069,0.029633061,0.029395054,0.029157046,0.028920966,0.028684886,0.028448805,0.028212725,0.029966059,0.031719394,0.033472728,0.035226062,0.036979397,0.037558019,0.038136642,0.038715264,0.039293887,0.039872509,0.040451131,0.041029754,0.041608376,0.042186999,0.042765621,0.043344244,0.043922866,0.045521756,0.047120646,0.048719536,0.050318427,0.051917317,0.053225508,0.054533699,0.055841889,0.05715008,0.058458271,0.05985687,0.06125547,0.062654069,0.064052668,0.065451267,0.066611706,0.067772145,0.068932584,0.070093023,0.071253462,0.073326744,0.075400026,0.077473308,0.07954659,0.081619872,0.086019388,0.090418904,0.094818421,0.099217937,0.103617454,0.107297733,0.110978013,0.114658292,0.118338572,0.122018851,0.1258595,0.129700149,0.133540798,0.137381447,0.141222096,0.145715541,0.150208986,0.15470243,0.159195875,0.16368932,0.16522494,0.16676056,0.16829618,0.1698318,0.17136742,0.17457805,0.17778868,0.18099931,0.184209939,0.187420569,0.191071001,0.194721432,0.198371864,0.202022295,0.205672727,0.205521321,0.205369916,0.20521851,0.205067105,0.204915699,0.21106787,0.21722004,0.223372211,0.229524382,0.235676552
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442674619,0.44801231,0.453350001,0.458687692,0.464025383,0.469363073,0.468940204,0.468517334,0.468094464,0.467671594,0.467248724,0.458971119,0.450693513,0.442415908,0.434138303,0.425860697,0.430207897,0.434555096,0.438902295,0.443249495,0.447596694,0.453361098,0.459125502,0.464889905,0.470654309,0.476418713,0.480648183,0.484877653,0.489107123,0.493336593,0.497566063,0.510971293,0.524376522,0.537781751,0.551186981,0.56459221,0.569259541,0.573926872,0.578594203,0.583261533,0.587928864
Germany,0.179,0.180175169,0.181350338,0.182525506,0.183700675,0.184875844,0.186051013,0.187226182,0.188401351,0.189576519,0.190751688,0.193277431,0.195803174,0.198328917,0.20085466,0.203380403,0.205906146,0.208431889,0.210957633,0.213483376,0.216009119,0.218730302,0.221451486,0.224172669,0.226893853,0.229615037,0.23233622,0.235057404,0.237778587,0.240499771,0.243220954,0.245102721,0.246984487,0.248866254,0.25074802,0.252629787,0.254511553,0.25639332,0.258275086,0.260156853,0.262038619,0.263920386,0.265802152,0.267683919,0.27123829,0.274792661,0.278347032,0.281901403,0.285455774,0.289010146,0.292564517,0.296118888,0.299673259,0.30322763,0.306782001,0.310336373,0.315014878,0.319693383,0.324371888,0.329050394,0.331751409,0.334452424,0.33715344,0.339854455,0.344564719,0.349274983,0.353985246,0.35869551,0.363405774,0.36541677,0.367427767,0.369438763,0.37144976,0.373460756,0.375471753,0.377482749,0.379493746,0.381504742,0.383515739,0.385526736,0.387537732,0.394552931,0.401568129,0.408583328,0.415598527,0.422613725,0.428250463,0.433887201,0.439523939,0.445160677,0.450797415,0.458300208,0.465803001,0.473305794,0.480808587,0.48831138,0.493528679,0.498745979,0.503963278,0.509180577,0.514397877,0.521578464,0.528759051,0.535939639,0.543120226,0.550300814,0.558983586,0.567666358,0.57634913,0.585031902,0.593714674,0.600485319,0.607255965,0.61402661,0.620797255,0.6275679,0.633611698,0.639655496,0.645699294,0.651743092,0.65778689,0.6617387,0.66569051,0.66964232,0.673594131,0.677545941,0.680420178,0.683294415,0.686168652,0.68904289,0.691917127,0.696512743,0.70110836,0.705703977,0.710299593,0.71489521,0.719006478,0.723117746,0.727229014,0.731340282,0.73545155,0.740653511,0.745855472,0.751057433,0.756259394,0.761461355,0.77724111,0.793020866,0.808800621,0.824580377,0.840360132
Ghana,0.023195568,0.023195756,0.023195944,0.023196132,0.02319632,0.023196508,0.023196696,0.023196884,0.023197072,0.02319726,0.023197448,0.023300197,0.023402945,0.023505694,0.023608442,0.023711191,0.02381394,0.023916688,0.024019437,0.024122186,0.024224934,0.024614827,0.025004721,0.025394614,0.025784507,0.0261744,0.026564294,0.026954187,0.02734408,0.027733973,0.028123867,0.028424659,0.028725452,0.029026245,0.029327037,0.02962783,0.029928623,0.030229415,0.030530208,0.030831001,0.031131793,0.031432586,0.031733379,0.032034171,0.032793073,0.033551974,0.034310875,0.035069776,0.035828677,0.036587578,0.03734648,0.038105381,0.038864282,0.039623183,0.040382084,0.041140986,0.043303137,0.045465289,0.04762744,0.049789592,0.050626258,0.051462925,0.052299591,0.053136258,0.054008916,0.054881575,0.055754233,0.056626892,0.05749955,0.061470968,0.065442386,0.069413804,0.073385222,0.077356639,0.081328057,0.085299475,0.089270893,0.093242311,0.097213728,0.101185146,0.105156564,0.107787394,0.110418224,0.113049054,0.115679884,0.118310714,0.122066204,0.125821693,0.129577183,0.133332672,0.137088161,0.140812652,0.144537143,0.148261634,0.151986125,0.155710616,0.160681312,0.165652008,0.170622704,0.1755934,0.180564095,0.183216516,0.185868936,0.188521356,0.191173776,0.193826197,0.196075306,0.198324416,0.200573526,0.202822636,0.205071745,0.206063454,0.207055163,0.208046872,0.20903858,0.210030289,0.211759613,0.213488937,0.215218261,0.216947585,0.218676908,0.220342297,0.222007686,0.223673075,0.225338464,0.227003853,0.230203483,0.233403113,0.236602743,0.239802373,0.243002003,0.246581244,0.250160484,0.253739725,0.257318966,0.260898207,0.262743219,0.264588231,0.266433242,0.268278254,0.270123266,0.279030716,0.287938167,0.296845618,0.305753069,0.314660519,0.322237851,0.329815182,0.337392513,0.344969845,0.352547176
Greece,0.097265463,0.098669559,0.100073654,0.101477749,0.102881844,0.10428594,0.105690035,0.10709413,0.108498225,0.109902321,0.111306416,0.112473734,0.113641052,0.11480837,0.115975689,0.117143007,0.118310325,0.119477643,0.120644961,0.121812279,0.122979597,0.124109128,0.125238659,0.12636819,0.127497721,0.128627252,0.129756782,0.130886313,0.132015844,0.133145375,0.134274906,0.135075775,0.135876644,0.136677513,0.137478383,0.138279252,0.139080121,0.13988099,0.140681859,0.141482728,0.142283598,0.143084467,0.143885336,0.144686205,0.14782593,0.150965655,0.15410538,0.157245104,0.160384829,0.163524554,0.166664279,0.169804003,0.172943728,0.176083453,0.179223178,0.182362903,0.187214652,0.192066401,0.19691815,0.201769899,0.203663994,0.20555809,0.207452185,0.20934628,0.213092701,0.216839122,0.220585542,0.224331963,0.228078383,0.232209868,0.236341353,0.240472838,0.244604323,0.248735808,0.252867292,0.256998777,0.261130262,0.265261747,0.269393232,0.273524717,0.277656201,0.282526271,0.287396341,0.292266411,0.29713648,0.30200655,0.307025645,0.31204474,0.317063835,0.32208293,0.327102026,0.334460042,0.341818059,0.349176075,0.356534092,0.363892108,0.370304727,0.376717345,0.383129963,0.389542581,0.395955199,0.400412365,0.404869531,0.409326697,0.413783863,0.418241029,0.422266951,0.426292872,0.430318794,0.434344715,0.438370637,0.442917461,0.447464285,0.452011109,0.456557933,0.461104757,0.467503875,0.473902993,0.480302111,0.486701228,0.493100346,0.498710719,0.504321092,0.509931465,0.515541838,0.52115221,0.52748552,0.533818829,0.540152139,0.546485448,0.552818757,0.560337026,0.567855294,0.575373563,0.582891831,0.5904101,0.596014486,0.601618873,0.607223259,0.612827646,0.618432032,0.616285686,0.614139339,0.611992992,0.609846646,0.607700299,0.615224224,0.622748149,0.630272074,0.637796,0.645319925
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060941619,0.061074245,0.061206872,0.061339498,0.061472124,0.06160475,0.061737376,0.061870002,0.062002629,0.062135255,0.062267881,0.062400507,0.062533133,0.062782441,0.063031748,0.063281056,0.063530364,0.064331847,0.065133331,0.065934814,0.066736298,0.069543157,0.072350016,0.075156875,0.077963734,0.080770593,0.084718518,0.088666442,0.092614367,0.096562292,0.100510217,0.104458142,0.108406066,0.112353991,0.116301916,0.120249841,0.124197765,0.12814569,0.129442427,0.130739164,0.132035901,0.133332638,0.134629375,0.136460257,0.138291138,0.14012202,0.141952902,0.143783783,0.145306377,0.146828971,0.148351565,0.149874159,0.151396753,0.154538425,0.157680097,0.160821769,0.163963441,0.167105113,0.16969409,0.172283066,0.174872043,0.17746102,0.180049997,0.185956163,0.19186233,0.197768497,0.203674664,0.209580831,0.213280341,0.216979852,0.220679362,0.224378873,0.228078383,0.233404889,0.238731394,0.244057899,0.249384404,0.254710909,0.258625433,0.262539956,0.266454479,0.270369002,0.274283525,0.27961202,0.284940515,0.29026901,0.295597505,0.300926,0.301796089,0.302666178,0.303536268,0.304406357,0.305276447,0.311131347,0.316986247,0.322841148,0.328696048,0.334550949,0.340395146,0.346239343,0.352083541,0.357927738,0.363771936,0.360625233,0.35747853,0.354331827,0.351185125,0.348038422
Guinea,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020567892,0.02084657,0.021125248,0.021403926,0.021682604,0.021961282,0.022239959,0.022518637,0.022797315,0.023075993,0.023152702,0.023229411,0.02330612,0.023382829,0.023459538,0.023536247,0.023612956,0.023689665,0.023766374,0.023843083,0.023919792,0.023996501,0.02407321,0.024049881,0.024026552,0.024003223,0.023979894,0.023956565,0.023933237,0.023909908,0.023886579,0.02386325,0.023839921,0.023816592,0.023793263,0.023478154,0.023163045,0.022847935,0.022532826,0.022469526,0.022406226,0.022342926,0.022279626,0.022477734,0.022675842,0.022873949,0.023072057,0.023270164,0.023644575,0.024018987,0.024393398,0.024767809,0.02514222,0.025516632,0.025891043,0.026265454,0.026639865,0.027014277,0.027388688,0.027763099,0.029143058,0.030523016,0.031902975,0.033282933,0.034662892,0.035879416,0.03709594,0.038312464,0.039528988,0.040745512,0.044142632,0.047539752,0.050936872,0.054333992,0.057731112,0.060097176,0.06246324,0.064829304,0.067195368,0.069561432,0.072131866,0.074702301,0.077272735,0.079843169,0.082413603,0.085933595,0.089453587,0.092973579,0.09649357,0.100013562,0.101866743,0.103719924,0.105573105,0.107426287,0.109279468,0.111619497,0.113959526,0.116299556,0.118639585,0.120979615,0.122769485,0.124559355,0.126349226,0.128139096,0.129928966,0.132619014,0.135309062,0.137999109,0.140689157,0.143379205,0.146891189,0.150403174,0.153915158,0.157427143,0.160939127,0.164135961,0.167332795,0.170529629,0.173726463,0.176923296,0.174411844,0.171900392,0.16938894,0.166877488,0.164366036,0.164225534,0.164085032,0.16394453,0.163804028,0.163663526
