HDI,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Russia,0.063448511,0.063876571,0.064304631,0.064732691,0.065160751,0.065588811,0.066016871,0.066444931,0.066872991,0.067301052,0.067729112,0.068598038,0.069466965,0.070335891,0.071204818,0.072073744,0.072942671,0.073811598,0.074680524,0.075549451,0.076418377,0.077445951,0.078473524,0.079501097,0.080528671,0.081556244,0.082583817,0.083611391,0.084638964,0.085666537,0.086694111,0.087120697,0.087547284,0.08797387,0.088400457,0.088827043,0.08925363,0.089680216,0.090106803,0.09053339,0.090959976,0.091386563,0.091813149,0.092239736,0.095697096,0.099154455,0.102611815,0.106069175,0.109526535,0.112983895,0.116441254,0.119898614,0.123355974,0.126813334,0.130270694,0.133728054,0.137204136,0.140680218,0.1441563,0.147632382,0.152527591,0.1574228,0.162318009,0.167213218,0.17228771,0.177362202,0.182436694,0.187511186,0.192585679,0.19810736,0.203629041,0.209150722,0.214672403,0.220194084,0.225715765,0.231237446,0.236759127,0.242280808,0.247802489,0.25332417,0.258845851,0.26959255,0.280339248,0.291085946,0.301832645,0.312579343,0.320009594,0.327439844,0.334870095,0.342300345,0.349730596,0.354988809,0.360247022,0.365505235,0.370763448,0.376021661,0.379221481,0.382421301,0.385621121,0.388820941,0.392020761,0.39468505,0.397349338,0.400013626,0.402677914,0.405342203,0.408055646,0.41076909,0.413482534,0.416195977,0.418909421,0.422169644,0.425429866,0.428690089,0.431950312,0.435210535,0.438401787,0.441593039,0.444784291,0.447975543,0.451166795,0.440203668,0.429240541,0.418277414,0.407314287,0.39635116,0.398446734,0.400542308,0.402637882,0.404733456,0.40682903,0.41605618,0.42528333,0.434510479,0.443737629,0.452964779,0.466160375,0.479355971,0.492551568,0.505747164,0.51894276,0.525903295,0.53286383,0.539824365,0.5467849,0.553745435,0.559196328,0.564647221,0.570098115,0.575549008,0.580999901
Rwanda,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020289214,0.020497247,0.02070528,0.020913313,0.021121346,0.021329379,0.021537412,0.021745444,0.021953477,0.02216151,0.022369543,0.022992717,0.023615892,0.024239066,0.02486224,0.025485415,0.026108589,0.026731764,0.027354938,0.027978112,0.028601287,0.029224461,0.029847635,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.03047081,0.032270526,0.034070243,0.03586996,0.037669676,0.038656677,0.039643677,0.040630678,0.041617678,0.041918969,0.042220259,0.042521549,0.04282284,0.04312413,0.044301621,0.045479113,0.046656604,0.047834095,0.049011586,0.050189078,0.051366569,0.05254406,0.053721552,0.054899043,0.056076534,0.057254026,0.05909008,0.060926134,0.062762189,0.064598243,0.066434298,0.069719345,0.073004392,0.076289439,0.079574486,0.082859533,0.083837942,0.08481635,0.085794759,0.086773167,0.087751576,0.09035219,0.092952804,0.095553418,0.098154032,0.100754647,0.102077296,0.103399945,0.104722594,0.106045244,0.107367893,0.11022801,0.113088126,0.115948243,0.11880836,0.121668477,0.123088745,0.124509013,0.125929281,0.12734955,0.128769818,0.130480958,0.132192098,0.133903237,0.135614377,0.137325517,0.134395223,0.131464929,0.128534635,0.125604341,0.122674047,0.128103855,0.133533663,0.138963471,0.144393279,0.149823087,0.158015188,0.166207289,0.17439939,0.182591491,0.190783592,0.196990319,0.203197046,0.209403773,0.2156105,0.221817228,0.226295867,0.230774507,0.235253146,0.239731786,0.244210426,0.248804599,0.253398773,0.257992946,0.26258712,0.267181293
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046980799,0.048354389,0.04972798,0.05110157,0.052475161,0.053848751,0.056306204,0.058763657,0.061221109,0.063678562,0.066136015,0.070375994,0.074615973,0.078855952,0.083095932,0.087335911,0.090340965,0.093346018,0.096351072,0.099356126,0.10236118,0.109956858,0.117552536,0.125148213,0.132743891,0.140339569,0.146081512,0.151823455,0.157565398,0.163307341,0.169049284,0.174273029,0.179496774,0.18472052,0.189944265,0.19516801,0.199094309,0.203020608,0.206946907,0.210873206,0.214799504,0.21627302,0.217746535,0.219220051,0.220693566,0.222167082,0.22433617,0.226505258,0.228674346,0.230843434,0.233012522,0.235068727,0.237124932,0.239181137,0.241237342,0.243293547,0.247364471,0.251435396,0.25550632,0.259577245,0.263648169,0.26900561,0.274363051,0.279720492,0.285077933,0.290435373,0.295555764,0.300676155,0.305796546,0.310916937,0.316037328
Saudi Arabia,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023270164,0.023792461,0.024314758,0.024837054,0.025359351,0.025881648,0.026403944,0.026926241,0.027448538,0.027970835,0.028493131,0.029015428,0.029537725,0.030060021,0.030841295,0.031622568,0.032403841,0.033185115,0.033966388,0.034747661,0.035528934,0.036310208,0.037091481,0.037872754,0.038654027,0.039435301,0.045950975,0.052466649,0.058982323,0.065497997,0.06891097,0.072323943,0.075736916,0.079149889,0.082477647,0.085805405,0.089133163,0.092460921,0.095788679,0.100265978,0.104743277,0.109220575,0.113697874,0.118175173,0.122652472,0.12712977,0.131607069,0.136084368,0.140561667,0.145038966,0.149516264,0.152496302,0.155476339,0.158456376,0.161436414,0.164416451,0.166744061,0.16907167,0.17139928,0.17372689,0.1760545,0.180769899,0.185485298,0.190200697,0.194916096,0.199631495,0.203535139,0.207438782,0.211342426,0.215246069,0.219149713,0.226547106,0.233944499,0.241341893,0.248739286,0.256136679,0.262589561,0.269042442,0.275495324,0.281948206,0.288401087,0.294688098,0.300975109,0.307262119,0.31354913,0.319836141,0.327156449,0.334476758,0.341797066,0.349117375,0.356437683,0.36124887,0.366060056,0.370871242,0.375682428,0.380493614,0.385945938,0.391398262,0.396850585,0.402302909,0.407755233,0.414287089,0.420818946,0.427350803,0.433882659,0.440414516,0.446947616,0.453480716,0.460013816,0.466546916,0.473080016,0.483130159,0.493180302,0.503230445,0.513280588,0.523330731,0.532637262,0.541943793,0.551250324,0.560556856,0.569863387
Senegal,0.025704593,0.025784908,0.025865223,0.025945538,0.026025852,0.026106167,0.026186482,0.026266797,0.026347112,0.026427427,0.026507742,0.026517726,0.026527711,0.026537696,0.026547681,0.026557665,0.02656765,0.026577635,0.026587619,0.026597604,0.026607589,0.026764737,0.026921885,0.027079033,0.027236181,0.027393329,0.027550477,0.027707624,0.027864772,0.02802192,0.028179068,0.028267088,0.028355108,0.028443128,0.028531148,0.028619168,0.028707188,0.028795208,0.028883228,0.028971248,0.029059268,0.029147289,0.029235309,0.029323329,0.02961496,0.029906591,0.030198223,0.030489854,0.030781485,0.031073117,0.031364748,0.031656379,0.03194801,0.032239642,0.032531273,0.032822904,0.034643447,0.036463989,0.038284531,0.040105074,0.040417164,0.040729255,0.041041346,0.041353437,0.043152799,0.044952161,0.046751523,0.048550886,0.050350248,0.050632942,0.050915637,0.051198331,0.051481026,0.05176372,0.052046415,0.052329109,0.052611804,0.052894499,0.053177193,0.053459888,0.053742582,0.055085426,0.056428271,0.057771115,0.05911396,0.060456804,0.062129167,0.06380153,0.065473893,0.067146256,0.068818619,0.070341371,0.071864122,0.073386873,0.074909624,0.076432375,0.078220203,0.080008031,0.081795859,0.083583687,0.085371515,0.088978141,0.092584767,0.096191392,0.099798018,0.103404644,0.106752006,0.110099367,0.113446729,0.116794091,0.120141453,0.123443874,0.126746295,0.130048716,0.133351137,0.136653557,0.141739852,0.146826147,0.151912441,0.156998736,0.16208503,0.164028206,0.165971382,0.167914559,0.169857735,0.171800911,0.173489833,0.175178756,0.176867679,0.178556602,0.180245524,0.178576423,0.176907321,0.17523822,0.173569118,0.171900017,0.18080645,0.189712884,0.198619318,0.207525751,0.216432185,0.216841936,0.217251688,0.217661439,0.218071191,0.218480942,0.220820492,0.223160041,0.225499591,0.22783914,0.23017869
Serbia,0.039218781,0.040247528,0.041276276,0.042305023,0.04333377,0.044362517,0.045391264,0.046420011,0.047448759,0.048477506,0.049506253,0.05123003,0.052953806,0.054677583,0.05640136,0.058125136,0.059848913,0.061572689,0.063296466,0.065020243,0.066744019,0.068408618,0.070073218,0.071737817,0.073402416,0.075067015,0.076731614,0.078396213,0.080060812,0.081725411,0.08339001,0.085313958,0.087237905,0.089161853,0.0910858,0.093009748,0.094933695,0.096857643,0.09878159,0.100705538,0.102629485,0.104553433,0.10647738,0.108401328,0.109720641,0.111039954,0.112359268,0.113678581,0.114997895,0.116317208,0.117636521,0.118955835,0.120275148,0.121594461,0.122913775,0.124233088,0.127645088,0.131057087,0.134469086,0.137881086,0.138860554,0.139840022,0.14081949,0.141798958,0.146801768,0.151804579,0.15680739,0.161810201,0.166813011,0.169814354,0.172815697,0.17581704,0.178818383,0.181819726,0.184821069,0.187822412,0.190823755,0.193825098,0.19682644,0.199827783,0.202829126,0.20932867,0.215828213,0.222327756,0.228827299,0.235326843,0.238994575,0.242662307,0.246330039,0.249997771,0.253665503,0.261060571,0.268455639,0.275850707,0.283245775,0.290640843,0.297737741,0.30483464,0.311931539,0.319028438,0.326125336,0.331080261,0.336035185,0.340990109,0.345945033,0.350899957,0.359154747,0.367409537,0.375664327,0.383919118,0.392173908,0.396489977,0.400806046,0.405122115,0.409438184,0.413754254,0.410810047,0.407865841,0.404921634,0.401977428,0.399033221,0.398051915,0.397070608,0.396089302,0.395107996,0.394126689,0.396898992,0.399671295,0.402443598,0.4052159,0.407988203,0.415321611,0.42265502,0.429988428,0.437321836,0.444655245,0.453094542,0.46153384,0.469973138,0.478412436,0.486851733,0.494756337,0.502660941,0.510565544,0.518470148,0.526374751,0.529574059,0.532773367,0.535972675,0.539171983,0.542371291
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298654828,0.302170333,0.305685838,0.309201343,0.312716848,0.316232353,0.321916953,0.327601554,0.333286155,0.338970756,0.344655357,0.347241088,0.349826819,0.35241255,0.354998282,0.357584013,0.360479158,0.363374304,0.366269449,0.369164595,0.37205974,0.375346798,0.378633856,0.381920914,0.385207971,0.388495029,0.388307148,0.388119266,0.387931384,0.387743503,0.387555621,0.39092598,0.394296338,0.397666697,0.401037055,0.404407414,0.407080061,0.409752707,0.412425354,0.415098001,0.417770648,0.420033575,0.422296502,0.424559429,0.426822356,0.429085283,0.434392161,0.439699038,0.445005915,0.450312793,0.45561967,0.45924457,0.462869469,0.466494368,0.470119268,0.473744167,0.478932809,0.48412145,0.489310092,0.494498734,0.499687375,0.49653547,0.493383565,0.49023166,0.487079755,0.48392785,0.489093244,0.494258638,0.499424031,0.504589425,0.509754819
Sierra Leone,0.022676013,0.022908711,0.02314141,0.023374108,0.023606806,0.023839504,0.024072203,0.024304901,0.024537599,0.024770297,0.025002996,0.02538042,0.025757844,0.026135268,0.026512692,0.026890116,0.02726754,0.027644964,0.028022388,0.028399812,0.028777236,0.029044402,0.029311568,0.029578734,0.0298459,0.030113066,0.030380232,0.030647399,0.030914565,0.031181731,0.031448897,0.031464017,0.031479137,0.031494257,0.031509377,0.031524497,0.031539617,0.031554737,0.031569857,0.031584977,0.031600097,0.031615217,0.031630337,0.031645457,0.03165618,0.031666903,0.031677626,0.031688349,0.031699071,0.031709794,0.031720517,0.03173124,0.031741962,0.031752685,0.031763408,0.031774131,0.031457725,0.03114132,0.030824915,0.030508509,0.030234903,0.029961298,0.029687692,0.029414086,0.030756433,0.03209878,0.033441128,0.034783475,0.036125822,0.037117627,0.038109432,0.039101237,0.040093042,0.041084847,0.042076652,0.043068457,0.044060262,0.045052067,0.046043872,0.047035677,0.048027481,0.050085612,0.052143744,0.054201875,0.056260006,0.058318137,0.060093589,0.061869041,0.063644493,0.065419945,0.067195397,0.068971281,0.070747164,0.072523047,0.07429893,0.076074814,0.07815425,0.080233686,0.082313122,0.084392558,0.086471994,0.088911374,0.091350754,0.093790134,0.096229514,0.098668894,0.103981035,0.109293175,0.114605316,0.119917457,0.125229597,0.127406774,0.12958395,0.131761127,0.133938303,0.13611548,0.138731662,0.141347845,0.143964027,0.146580209,0.149196392,0.149088499,0.148980607,0.148872714,0.148764822,0.148656929,0.148401129,0.148145329,0.14788953,0.14763373,0.14737793,0.150815675,0.15425342,0.157691166,0.161128911,0.164566656,0.169935582,0.175304508,0.180673433,0.186042359,0.191411285,0.19122375,0.191036216,0.190848681,0.190661146,0.190473612,0.197596146,0.204718681,0.211841216,0.21896375,0.226086285
Singapore,0.040028518,0.040549759,0.041071,0.041592241,0.042113483,0.042634724,0.043155965,0.043677206,0.044198448,0.044719689,0.04524093,0.045762942,0.046284955,0.046806967,0.047328979,0.047850991,0.048373004,0.048895016,0.049417028,0.04993904,0.050461053,0.051215851,0.05197065,0.052725449,0.053480248,0.054235047,0.054989845,0.055744644,0.056499443,0.057254242,0.058009041,0.058205222,0.058401403,0.058597584,0.058793765,0.058989947,0.059186128,0.059382309,0.05957849,0.059774672,0.059970853,0.060167034,0.060363215,0.060559396,0.061612751,0.062666105,0.06371946,0.064772814,0.065826168,0.066879523,0.067932877,0.068986232,0.070039586,0.07109294,0.072146295,0.073199649,0.073789947,0.074380245,0.074970542,0.07556084,0.08107464,0.086588439,0.092102238,0.097616038,0.09992309,0.102230142,0.104537194,0.106844246,0.109151299,0.117330515,0.125509731,0.133688947,0.141868163,0.150047379,0.158226595,0.166405811,0.174585027,0.182764243,0.190943459,0.199122676,0.207301892,0.211007801,0.21471371,0.21841962,0.222125529,0.225831438,0.230857532,0.235883625,0.240909719,0.245935812,0.250961906,0.256552311,0.262142716,0.267733121,0.273323526,0.278913932,0.28778026,0.296646588,0.305512916,0.314379244,0.323245572,0.326409392,0.329573213,0.332737033,0.335900854,0.339064674,0.342981964,0.346899253,0.350816543,0.354733832,0.358651122,0.364239096,0.369827071,0.375415045,0.381003019,0.386590994,0.39487833,0.403165667,0.411453003,0.41974034,0.428027676,0.43943722,0.450846765,0.462256309,0.473665854,0.485075398,0.500529775,0.515984153,0.531438531,0.546892908,0.562347286,0.563283554,0.564219821,0.565156089,0.566092357,0.567028625,0.5865738,0.606118975,0.62566415,0.645209325,0.6647545,0.681422745,0.698090991,0.714759236,0.731427481,0.748095726,0.752409759,0.756723793,0.761037826,0.765351859,0.769665893
Slovak Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474441576,0.479521102,0.484600629,0.489680155,0.494759681,0.499839207,0.502463078,0.505086948,0.507710818,0.510334688,0.512958558,0.519845975,0.526733391,0.533620808,0.540508224,0.547395641,0.552539619,0.557683597,0.562827575,0.567971553,0.573115531,0.584900811,0.596686091,0.60847137,0.62025665,0.63204193,0.64044992,0.648857911,0.657265901,0.665673891,0.674081882
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465971152,0.472386971,0.47880279,0.485218609,0.491634429,0.498050248,0.50466838,0.511286512,0.517904644,0.524522776,0.531140908,0.534799844,0.53845878,0.542117716,0.545776652,0.549435588,0.556711185,0.563986783,0.57126238,0.578537977,0.585813575,0.592584898,0.599356221,0.606127545,0.612898868,0.619670191,0.628765944,0.637861698,0.646957451,0.656053204,0.665148957,0.67154432,0.677939682,0.684335045,0.690730407,0.697125769,0.703452427,0.709779084,0.716105742,0.722432399,0.728759057
South Africa,0.075711054,0.076318793,0.076926531,0.07753427,0.078142008,0.078749746,0.079357485,0.079965223,0.080572962,0.0811807,0.081788439,0.082270226,0.082752014,0.083233801,0.083715589,0.084197376,0.084679164,0.085160951,0.085642739,0.086124526,0.086606314,0.08683898,0.087071646,0.087304312,0.087536978,0.087769644,0.088002309,0.088234975,0.088467641,0.088700307,0.088932973,0.089442354,0.089951735,0.090461115,0.090970496,0.091479877,0.091989257,0.092498638,0.093008019,0.093517399,0.09402678,0.094536161,0.095045541,0.095554922,0.097029795,0.098504668,0.099979541,0.101454414,0.102929288,0.104404161,0.105879034,0.107353907,0.10882878,0.110303653,0.111778526,0.113253399,0.114878079,0.116502759,0.118127438,0.119752118,0.12107928,0.122406442,0.123733603,0.125060765,0.127990231,0.130919697,0.133849162,0.136778628,0.139708094,0.142533808,0.145359522,0.148185235,0.151010949,0.153836663,0.156662376,0.15948809,0.162313804,0.165139517,0.167965231,0.170790945,0.173616658,0.178073557,0.182530456,0.186987355,0.191444254,0.195901153,0.198075431,0.200249708,0.202423986,0.204598263,0.206772541,0.210614773,0.214457005,0.218299237,0.222141469,0.225983701,0.230022507,0.234061313,0.238100118,0.242138924,0.24617773,0.248229084,0.250280438,0.252331792,0.254383145,0.256434499,0.258853908,0.261273318,0.263692727,0.266112136,0.268531545,0.267997152,0.267462758,0.266928364,0.266393971,0.265859577,0.273672088,0.2814846,0.289297111,0.297109622,0.304922134,0.311482795,0.318043456,0.324604118,0.331164779,0.33772544,0.333991484,0.330257528,0.326523572,0.322789616,0.31905566,0.317648358,0.316241056,0.314833755,0.313426453,0.312019152,0.319633672,0.327248192,0.334862713,0.342477233,0.350091753,0.364159819,0.378227885,0.392295951,0.406364017,0.420432083,0.427082461,0.433732839,0.440383217,0.447033596,0.453683974
South Korea,0.054288352,0.054470063,0.054651774,0.054833485,0.055015196,0.055196907,0.055378619,0.05556033,0.055742041,0.055923752,0.056105463,0.056316204,0.056526945,0.056737686,0.056948427,0.057159168,0.057369909,0.05758065,0.057791391,0.058002132,0.058212873,0.058442669,0.058672466,0.058902262,0.059132058,0.059361854,0.05959165,0.059821446,0.060051243,0.060281039,0.060510835,0.060607493,0.060704151,0.060800809,0.060897467,0.060994125,0.061090783,0.061187441,0.061284099,0.061380757,0.061477415,0.061574073,0.061670731,0.061767389,0.063631509,0.065495628,0.067359748,0.069223868,0.071087988,0.072952107,0.074816227,0.076680347,0.078544467,0.080408586,0.082272706,0.084136826,0.087587986,0.091039147,0.094490307,0.097941468,0.103088751,0.108236034,0.113383317,0.1185306,0.123345457,0.128160314,0.13297517,0.137790027,0.142604884,0.143972214,0.145339545,0.146706875,0.148074205,0.149441536,0.150808866,0.152176196,0.153543527,0.154910857,0.156278187,0.157645518,0.159012848,0.166741177,0.174469506,0.182197836,0.189926165,0.197654494,0.198725534,0.199796574,0.200867613,0.201938653,0.203009693,0.212397416,0.221785138,0.231172861,0.240560583,0.249948306,0.258137111,0.266325916,0.274514721,0.282703526,0.290892331,0.30005036,0.30920839,0.318366419,0.327524449,0.336682478,0.346148303,0.355614128,0.365079952,0.374545777,0.384011601,0.394525815,0.405040029,0.415554243,0.426068457,0.43658267,0.450008104,0.463433537,0.47685897,0.490284403,0.503709836,0.515015289,0.526320742,0.537626196,0.548931649,0.560237102,0.57289089,0.585544678,0.598198466,0.610852254,0.623506042,0.63407649,0.644646938,0.655217387,0.665787835,0.676358283,0.691896064,0.707433844,0.722971625,0.738509406,0.754047186,0.755138028,0.756228869,0.757319711,0.758410553,0.759501394,0.772433224,0.785365053,0.798296883,0.811228712,0.824160541
Spain,0.085865491,0.087902867,0.089940243,0.091977619,0.094014995,0.096052371,0.098089747,0.100127123,0.1021645,0.104201876,0.106239252,0.107922057,0.109604863,0.111287668,0.112970474,0.11465328,0.116336085,0.118018891,0.119701696,0.121384502,0.123067307,0.124367043,0.125666779,0.126966514,0.12826625,0.129565986,0.130865721,0.132165457,0.133465193,0.134764928,0.136064664,0.13859908,0.141133496,0.143667912,0.146202328,0.148736744,0.15127116,0.153805576,0.156339992,0.158874408,0.161408824,0.163943241,0.166477657,0.169012073,0.170834002,0.172655932,0.174477861,0.176299791,0.17812172,0.17994365,0.181765579,0.183587509,0.185409438,0.187231368,0.189053298,0.190875227,0.193770032,0.196664837,0.199559642,0.202454448,0.204583522,0.206712596,0.20884167,0.210970744,0.208947392,0.206924041,0.204900689,0.202877337,0.200853985,0.205991569,0.211129152,0.216266735,0.221404319,0.226541902,0.231679486,0.236817069,0.241954652,0.247092236,0.252229819,0.257367402,0.262504986,0.269106522,0.275708057,0.282309593,0.288911129,0.295512664,0.300153249,0.304793833,0.309434417,0.314075001,0.318715585,0.325117674,0.331519762,0.33792185,0.344323938,0.350726026,0.355946865,0.361167704,0.366388543,0.371609382,0.376830221,0.381942727,0.387055233,0.392167738,0.397280244,0.40239275,0.409351252,0.416309753,0.423268255,0.430226757,0.437185258,0.442159879,0.447134499,0.45210912,0.45708374,0.462058361,0.468082042,0.474105724,0.480129405,0.486153087,0.492176768,0.498354115,0.504531462,0.510708809,0.516886155,0.523063502,0.531173898,0.539284294,0.54739469,0.555505086,0.563615482,0.569719357,0.575823231,0.581927106,0.588030981,0.594134855,0.60331425,0.612493646,0.621673041,0.630852437,0.640031832,0.639490511,0.638949189,0.638407868,0.637866547,0.637325225,0.641564375,0.645803524,0.650042674,0.654281823,0.658520972
Sri Lanka,0.03531575,0.036696458,0.038077167,0.039457875,0.040838584,0.042219293,0.043600001,0.04498071,0.046361419,0.047742127,0.049122836,0.050671059,0.052219282,0.053767505,0.055315727,0.05686395,0.058412173,0.059960396,0.061508619,0.063056842,0.064605065,0.066069471,0.067533877,0.068998284,0.07046269,0.071927096,0.073391502,0.074855909,0.076320315,0.077784721,0.079249128,0.079699606,0.080150084,0.080600562,0.081051041,0.081501519,0.081951997,0.082402475,0.082852954,0.083303432,0.08375391,0.084204388,0.084654867,0.085105345,0.086227326,0.087349306,0.088471287,0.089593268,0.090715248,0.091837229,0.09295921,0.09408119,0.095203171,0.096325152,0.097447132,0.098569113,0.10405149,0.109533868,0.115016245,0.120498623,0.121682341,0.12286606,0.124049778,0.125233497,0.130424926,0.135616354,0.140807783,0.145999212,0.151190641,0.154651948,0.158113255,0.161574561,0.165035868,0.168497175,0.171958482,0.175419788,0.178881095,0.182342402,0.185803709,0.189265016,0.192726322,0.196444838,0.200163354,0.20388187,0.207600386,0.211318902,0.212149813,0.212980723,0.213811634,0.214642545,0.215473456,0.218045119,0.220616782,0.223188445,0.225760107,0.22833177,0.238004025,0.247676279,0.257348533,0.267020788,0.276693042,0.277949535,0.279206027,0.28046252,0.281719013,0.282975505,0.285302649,0.287629793,0.289956937,0.292284081,0.294611225,0.298100901,0.301590577,0.305080253,0.308569929,0.312059605,0.318056235,0.324052865,0.330049495,0.336046125,0.342042754,0.345452719,0.348862684,0.352272649,0.355682615,0.35909258,0.360175115,0.361257651,0.362340187,0.363422722,0.364505258,0.373984837,0.383464416,0.392943994,0.402423573,0.411903152,0.421159235,0.430415317,0.4396714,0.448927482,0.458183565,0.472729348,0.487275132,0.501820915,0.516366699,0.530912482,0.533731149,0.536549815,0.539368482,0.542187149,0.545005815
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231341338,0.236290016,0.241238694,0.246187372,0.25113605,0.256084728,0.260392216,0.264699703,0.269007191,0.273314678,0.277622166,0.279528859,0.281435553,0.283342246,0.28524894,0.287155633,0.290302088,0.293448543,0.296594998,0.299741453,0.302887908,0.307181678,0.311475449,0.315769219,0.32006299,0.32435676,0.327115172,0.329873584,0.332631996,0.335390408,0.33814882,0.342122456,0.346096092,0.350069728,0.354043364,0.358017,0.360959499,0.363901998,0.366844497,0.369786996,0.372729494,0.377598054,0.382466614,0.387335174,0.392203734,0.397072294,0.402033817,0.406995341,0.411956864,0.416918387,0.42187991,0.42488456,0.42788921,0.430893859,0.433898509,0.436903158,0.436837028,0.436770898,0.436704768,0.436638638,0.436572507,0.436875986,0.437179465,0.437482944,0.437786423,0.438089902,0.440117502,0.442145102,0.444172703,0.446200303,0.448227903
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17563511,0.178771145,0.181907179,0.185043213,0.188179248,0.191315282,0.193463308,0.195611335,0.197759361,0.199907387,0.202055413,0.204994997,0.20793458,0.210874163,0.213813746,0.216753329,0.220139092,0.223524855,0.226910617,0.23029638,0.233682143,0.237746601,0.241811059,0.245875517,0.249939975,0.254004433,0.260566964,0.267129495,0.273692025,0.280254556,0.286817087,0.294432997,0.302048906,0.309664816,0.317280725,0.324896635,0.331214744,0.337532853,0.343850962,0.350169071,0.35648718,0.360629468,0.364771756,0.368914044,0.373056332,0.37719862,0.378129869,0.379061118,0.379992367,0.380923616,0.381854865,0.386898989,0.391943113,0.396987237,0.402031361,0.407075486,0.408226837,0.409378188,0.41052954,0.411680891,0.412832243,0.419566979,0.426301715,0.433036452,0.439771188,0.446505925,0.441609259,0.436712592,0.431815926,0.42691926,0.422022594
